,ID_NUEVO,NOM,DEMOLIDO,COD_PROY,REG,COM,CUT,DIRECC,NUM_P_EDIF,AÑO_P_EDI,AÑO_RECEP,N_DEPA,N_CASA,VIV_TOT,PROGRAMA,BLOQUES,PISOS_CASA,COPROP_A,COPROP_B,COPROP_TOT,ASBESTO,SIST_AGRUP,VOLUMEN,SUP_LOTE,SUP_PROM_D,Capa,geometry,Nombre_escuela,dist_escuela,Nombre_comisaria,dist_comisaria,Nombre_bomberos,dist_bomberos,Nombre_hospital,dist_hospital,Nombre_universidad,dist_universidad,Nombre_jardin,dist_jardin
11,01101CCSS-012,Pedro Prado,0,116292,Tarapaca,Iquique,01101,Salvador Allendes 2520-2540,7,1996,1996,142,0,142,Programa de vivienda básica,4,0,1,0,1,No,Paralelo,Paralelepípedo,4215.0,49.69,Catastro Condominios Sociales,POINT (-70.13628440095407 -20.23557096638853),ESCUELA ALMIRANTE PATRICIO LYNCH,380.52788189583714,LIBERTADOR BERNARDO O'HIGGINS,2228.5092104157784,Iquique,2800.26824943464,Servicio de Salud Iquique,2120.0553904047847,UNIVERSIDAD DE TARAPACA,539.0600622999353,PECECITO,302.3589953447699
12,01101CCSS-013,Pedro Prado II,0,109094,Tarapaca,Iquique,01101,Avda Pedro Prado N° 2510,33,1996,1996,43,0,43,Programa de vivienda básica,3,0,1,0,1,No,Paralelo,Paralelepípedo,2007.0,46.0,Catastro Condominios Sociales,POINT (-70.13710700470037 -20.23521616116942),ESCUELA ALMIRANTE PATRICIO LYNCH,323.159560763703,LIBERTADOR BERNARDO O'HIGGINS,2148.4217229460864,Iquique,2725.0976618365767,Servicio de Salud Iquique,2078.7129918974033,UNIVERSIDAD DE TARAPACA,449.48033652707977,PECECITO,323.6322811246532
13,01101CCSS-014,Las Quintas I,0,116292,Tarapaca,Iquique,01101,Progreso 1698 ,181,1984,1985,124,0,124,Programa de vivienda básica,9,0,1,0,1,No,Paralelo,Paralelepípedo,7344.0,38.0385714286,Catastro Condominios Sociales,POINT (-70.13180588678014 -20.22654669383976),ESCUELA ESPECIAL DE LENGUAJE SAN JOAQUIN,146.57731408084317,LIBERTADOR BERNARDO O'HIGGINS,2055.2063679838298,Iquique,2467.263786133504,Servicio de Salud Iquique,1368.2986346998762,UNIVERSIDAD DE TARAPACA,908.0236903390878,LOS GUAYABITOS,338.9558084284829
14,01101CCSS-015,Las Quintas Palmeras,0,90269,Tarapaca,Iquique,01101,Av. Progreso  N°1692,181,1984,1985,72,0,72,Programa de vivienda básica,9,0,1,0,1,No,Paralelo,Paralelepípedo,7142.0,39.0,Catastro Condominios Sociales,POINT (-70.13260161548185 -20.22577701925673),ESCUELA ESPECIAL DE LENGUAJE SAN JOAQUIN,68.22953120932102,LIBERTADOR BERNARDO O'HIGGINS,1952.570362818528,Iquique,2358.016604463569,Servicio de Salud Iquique,1263.482408298314,UNIVERSIDAD DE TARAPACA,843.5208981799353,MUNDO DE SUENOS,282.65503344903766
15,01101CCSS-016,Remodelación el Morro,0,97798-97800-97801,Tarapaca,Iquique,01101,Av.Arturo Prat 910,7,1966,,262,0,262,CORVI,18,0,1,0,1,No,Perpendicular,Paralelepípedo,14606.0,64.266259542,Catastro Condominios Sociales,POINT (-70.15584350663525 -20.21439923035197),LICEO ATENEA,187.42242467173537,LIBERTADOR BERNARDO O'HIGGINS,660.8372248236549,Iquique,429.8958534664981,Servicio de Salud Iquique,1762.6445251254793,UNIVERSIDAD DE TARAPACA,121.86439227432568,PEQUENO MORRO,370.3467376905175
16,01101CCSS-017,"Remodelacion Oscar Bonilla "" La Puntilla""",0,,Tarapaca,Iquique,01101,Pasaje la Puntilla N° 1745,8,1974,1979,180,0,180,,10,0,3,0,3,No,Longitudinal,Paralelepípedo,23124.0,60.9344444444,Catastro Condominios Sociales,POINT (-70.14928237881409 -20.20825893175695),ESC.ESP.DE TRANS. DE LA COM. ARUSINA,354.546662174189,LIBERTADOR BERNARDO O'HIGGINS,1049.0090496635028,Iquique,498.184752969738,Servicio de Salud Iquique,1268.3694968557372,CFT DE LA REGION DE TARAPACA,276.9453184610617,RAYITO DE LUZ,971.3299578093469
17,01101CCSS-018,Ricardo Ossandon,0,,Tarapaca,Iquique,01101,Av. Francisco Vergara N° 3175,108,1978,1979,32,0,32,F.N.D.R Tarapacá,2,0,1,0,1,No,Perpendicular,Paralelepípedo,4710.0,0.0,Catastro Condominios Sociales,POINT (-70.13502058594898 -20.24915147333423),ACADEMIA NERUDIANA,180.04920318016306,LIBERTADOR BERNARDO O'HIGGINS,3433.791704343522,Alto Hospicio,3638.2339108753504,Servicio de Salud Iquique,3483.97306425388,UNIVERSIDAD ARTURO PRAT,224.22738755624172,ARENITA,965.4443773571699
18,01101CCSS-019,San Luis,0,115424,Tarapaca,Iquique,01101,Pasaje  1  N° 3845,372,1998,1999,84,0,84,PET (Programa Especial para Trabajadores),4,0,1,0,1,No,Perpendicular,Paralelepípedo,1758.0,49.6032941176,Catastro Condominios Sociales,POINT (-70.12412616916539 -20.26395655542085),JARDIN INFANTIL HISPANO BRITANICO S. A.,170.45078091466834,LOS AROMOS,3200.677285770786,Alto Hospicio,2029.5042840464964,Servicio de Salud Iquique,5146.449325335645,UNIVERSIDAD ARTURO PRAT,727.9537820852496,ALTOS DEL MAR,231.53539967198572
19,01101CCSS-020,Santa Cecilia,0,110216,Tarapaca,Iquique,01101,Calle 5 N°3995,32,1997,1997,320,0,320,PET (Programa Especial para Trabajadores),16,0,0,0,0,No,Paralelo,Paralelepípedo,19009.0,50.76,Catastro Condominios Sociales,POINT (-70.12235052899267 -20.26552742755464),ESCUELA LATINOAMERICANA,85.26757372871339,LOS AROMOS,2986.7087993819305,Alto Hospicio,1822.6413263716886,Servicio de Salud Iquique,5347.677328621636,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,703.5665012336124,ALTOS DEL MAR,205.79035060361545
20,01101CCSS-021,Santa María,0,38614,Tarapaca,Iquique,01101,Cespedes y Gonzalez N°2199,856,2000,,145,0,145,Programa de vivienda básica,4,0,1,0,1,No,Bloque independiente,Paralelepípedo,4534.0,55.0783448276,Catastro Condominios Sociales,POINT (-70.13345067678554 -20.22553296142588),ESCUELA ESPECIAL DE LENGUAJE SAN JOAQUIN,120.96794864754641,LIBERTADOR BERNARDO O'HIGGINS,1864.6362259270632,Iquique,2274.4015587344325,Servicio de Salud Iquique,1205.6480106511776,UNIVERSIDAD DE TARAPACA,767.7419872559153,MUNDO DE SUENOS,230.79275684219735
21,01101CCSS-022,Siglo XXI,0,109238,Tarapaca,Iquique,01101,Av. La Tirana N° 2745,688,1999,2000,160,0,160,PET (Programa Especial para Trabajadores),8,0,1,0,1,No,Longitudinal,Paralelepípedo,11944.8,60.0518181818,Catastro Condominios Sociales,POINT (-70.12888495288838 -20.2359283773139),JARDIN INFANTIL CAPERUZO,289.69179665398497,LIBERTADOR BERNARDO O'HIGGINS,2789.409556475533,Iquique,3299.3968115552298,Servicio de Salud Iquique,2341.0196433998135,UNIVERSIDAD DE TARAPACA,1247.142148009693,DRAGONCITO,455.48694600564346
22,01101CCSS-023,Ticnamar II,0,112643,Tarapaca,Iquique,01101,Lynch  N° 96,330,1980,1981,60,0,60,,1,0,1,0,1,No,Bloque independiente,Torre,4027.1,80.76,Catastro Condominios Sociales,POINT (-70.15107938185119 -20.21022448655453),JARDIN INFANTIL HAPPY GARDEN,433.8820928238656,LIBERTADOR BERNARDO O'HIGGINS,842.2942917259643,Iquique,238.74759331991416,Servicio de Salud Iquique,1354.1242365994813,CFT DE LA REGION DE TARAPACA,172.73942697891792,PEQUENO MORRO,736.7595502887526
23,01101CCSS-024,Villa Alegre,0,,Tarapaca,Iquique,01101,Llanquihue N°2266,33,1997,1997,160,0,160,PET (Programa Especial para Trabajadores),8,0,1,0,1,No,Bloque independiente,Paralelepípedo,7668.3,50.76,Catastro Condominios Sociales,POINT (-70.13329330112605 -20.23679997039093),JARDIN INFANTIL CAPERUZO,207.49000023812474,LIBERTADOR BERNARDO O'HIGGINS,2520.6975523326064,Iquique,3075.2564732614474,Servicio de Salud Iquique,2287.7432173098473,UNIVERSIDAD DE TARAPACA,811.5897906924228,NORTENITO,207.50384968964295
24,01101CCSS-025,Villa Puchuldiza,0,109201,Tarapaca,Iquique,01101,Pampa Engañadora N°3015,197-225-233,1978,1990,416,0,416,PET (Programa Especial para Trabajadores),26,0,6,1,7,No,Paralelo,Paralelepípedo,39857.0,48.73,Catastro Condominios Sociales,POINT (-70.13452561444707 -20.24570038626387),ESC ESP DE LENGUAJE STA CAROLINA DE MATILLA,143.83945024991942,LIBERTADOR BERNARDO O'HIGGINS,3156.3646804460927,Iquique,3760.7961310991313,Servicio de Salud Iquique,3145.903167007637,UNIVERSIDAD ARTURO PRAT,266.6038742685385,NORTENITO,692.552329579298
25,01101CCSS-026,Barrio Oriente,0,71502,Tarapaca,Iquique,01101,Bulnes N° 1885,429,1988,1989,40,1,41,Programa de vivienda básica,2,0,0,1,1,No,Paralelo,Paralelepípedo,1707.6,52.1,Catastro Condominios Sociales,POINT (-70.13780937594953 -20.22035329129498),ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,82.49385729554919,LIBERTADOR BERNARDO O'HIGGINS,1308.0053188328627,Iquique,1628.6630123235439,Servicio de Salud Iquique,590.8682760182908,UNIVERSIDAD DE TARAPACA,795.4378783842983,RAYITO DE SOL,469.71497000348603
26,01101CCSS-027,Horizonte,0,116293,Tarapaca,Iquique,01101,4 Sur N°2640,1008,2000,2003,216,0,216,PET (Programa Especial para Trabajadores),8,0,0,0,0,No,Bloque independiente,Torre,7168.2,55.8,Catastro Condominios Sociales,POINT (-70.12441931397122 -20.27340432553845),ESCUELITA ESPECIAL DE LENGUAJE MAMIÑA,154.96510575062837,LOS AROMOS,3091.4597172905887,Alto Hospicio,2050.4497577939173,Servicio de Salud Iquique,6053.897698224588,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,245.93904512944272,ALTOS DEL MAR,713.8482683002665
27,01101CCSS-028,Las Quintas II y III,0,11202,Tarapaca,Iquique,01101,Av.Progreso N°1947,1984-281,1984,1985,356,0,356,Programa de vivienda básica,18,0,2,0,2,No,Paralelo,Paralelepípedo,30620.0,38.4552808989,Catastro Condominios Sociales,POINT (-70.13315814710225 -20.22757511525193),COLEGIO REPUBLICA DE CROACIA,171.73989750620933,LIBERTADOR BERNARDO O'HIGGINS,1975.410148642937,Iquique,2420.7357523861333,Servicio de Salud Iquique,1405.8238093518316,UNIVERSIDAD DE TARAPACA,765.3224441962637,FLORCITAS DEL DESIERTO,196.13628279353352
28,01101CCSS-029,Vista al Dragon I,0,9199,Tarapaca,Iquique,01101,Pasaje Apamilca 2470,249,2011,2013,22,0,22,Fondo Solidario de Vivienda: Capitulo I (D.S. N°174),1,0,1,0,1,No,Paralelo,Paralelepípedo,1172.5,56.43,Catastro Condominios Sociales,POINT (-70.12780458020421 -20.23372893648984),JARDIN INFANTIL CAPERUZO,514.8100552188974,LIBERTADOR BERNARDO O'HIGGINS,2748.3590084301222,Iquique,3226.736288613151,Servicio de Salud Iquique,2190.3515381609436,UNIVERSIDAD DE TARAPACA,1341.0882289984854,DRAGONCITO,686.2005365927018
29,01101CCSS-030,Vista al Dragon II,0,5863,Tarapaca,Iquique,01101,Pasaje Centenario 2561,254,2011,2013,64,0,64,Fondo Solidario de Vivienda: Capitulo I (D.S. N°174),3,0,1,0,1,No,Paralelo,Paralelepípedo,2821.0,56.67,Catastro Condominios Sociales,POINT (-70.12986625679913 -20.22865241755204),ESCUELA ESPECIAL DE LENGUAJE SAN JOAQUIN,425.0703746694449,LIBERTADOR BERNARDO O'HIGGINS,2318.334835130656,Iquique,2747.557842930574,Servicio de Salud Iquique,1646.8130365467366,UNIVERSIDAD DE TARAPACA,1098.3392815424484,FLORCITAS DEL DESIERTO,429.95331474444737
30,01101CCSS-031,La Unión,0,63522,Tarapaca,Iquique,01101,Calle Videla 1208-1246-1290,250,2011,2013,103,0,103,Fondo Solidario de Vivienda: Capitulo I (D.S. N°174),2,0,1,0,1,No,Longitudinal,Cubo,3606.5,58.3612621359,Catastro Condominios Sociales,POINT (-70.14212574926866 -20.20981849964622),J. I. ANATIRI,72.59096644923342,LIBERTADOR BERNARDO O'HIGGINS,1235.7115266421852,Iquique,1023.8939931337221,Servicio de Salud Iquique,606.699988729645,UNIVERSIDAD ARTURO PRAT,683.5540817303489,RAYITO DE LUZ,348.69959451929554
31,01107CCSS-001,"Doña Angela I, II, III",0,27589-27591-27590,Tarapaca,Alto Hospicio,01107,Santa Rosa  De Molle  N°4211,53-56,2009,2011,340,0,340,Fondo Solidario de vivienda,17,0,0,0,0,No,Perpendicular,Paralelepípedo,15674.0,56.4,Catastro Condominios Sociales,POINT (-70.0939674309414 -20.28378261085798),LICEO ACADEMIA SINAI,276.05772126542155,LOS AROMOS,1052.0778630190784,Alto Hospicio,1477.0594904453524,Servicio de Salud Iquique,8224.259063494592,CFT DE LA REGION DE TARAPACA,77.8436339149199,MI PEQUENO MUNDO,199.80205054431033
32,01107CCSS-002,Keylitas,0,30680,Tarapaca,Alto Hospicio,01107,Avda. 15 N° 2230,169,2010,2013,64,0,64,Fondo Solidario de vivienda,4,0,1,0,1,No,Bloque independiente,Paralelepípedo,3921.8,57.74,Catastro Condominios Sociales,POINT (-70.09820351839036 -20.24476499569117),ESCUELA SANTA LAURA,214.6035456635928,LOS AROMOS,2889.161417649181,Alto Hospicio,2487.0529322820607,Servicio de Salud Iquique,5019.525271650937,UNIVERSIDAD ARTURO PRAT,3842.2831841114585,MAGIA DE APRENDER,455.1499532086082
33,01107CCSS-003,Parque Oriente,0,37394,Tarapaca,Alto Hospicio,01107,Nancy Castro N° 3860,155-156,2012,2012,89,477,566,Fondo Solidario de vivienda,4,0,0,0,0,No,Paralelo,Paralelepípedo,81341.0,56.4,Catastro Condominios Sociales,POINT (-70.09606072166476 -20.26030285184562),COLEGIO MARAN-ATHA,263.47697991652774,LOS AROMOS,1321.8567133996326,Alto Hospicio,1195.6904985897154,Servicio de Salud Iquique,6228.043012185587,CFT DE LA REGION DE TARAPACA,2291.310828805475,ARUMANTI,671.4631030440132
34,01107CCSS-004,Santa Teresa,0,,Tarapaca,Alto Hospicio,01107,Santa Ximena N° 2897,508-592-819,2000,2001,304,468,772,PET (Programa Especial para Trabajadores),12,0,1,0,1,No,Longitudinal,Paralelepípedo,82000.0,0.0,Catastro Condominios Sociales,POINT (-70.0952043054326 -20.27772874621544),LICEO ACADEMIA NACIONAL,291.2183560072089,LOS AROMOS,476.9719675537062,Alto Hospicio,1280.718604005077,Servicio de Salud Iquique,7650.624118788877,CFT DE LA REGION DE TARAPACA,548.3908491061951,MI PEQUENO MUNDO,621.7593934219312
35,01107CCSS-005,La Tortuga I,0,100057,Tarapaca,Alto Hospicio,01107,Av. Mirador N° 3664-3662,860,2000,2002,224,0,224,PET (Programa Especial para Trabajadores),8,0,1,0,1,No,Longitudinal,Paralelepípedo,8788.1,55.0,Catastro Condominios Sociales,POINT (-70.10130986933801 -20.27457262362255),ESC. ESP. DE LENGUAJE MILLARAY,304.6908002068905,LOS AROMOS,791.2496899978695,Alto Hospicio,652.2523160640754,Servicio de Salud Iquique,7053.958046209272,CFT DE LA REGION DE TARAPACA,1100.0626080969782,PURUM NAIRA,358.4196508226121
36,01107CCSS-006,La Tortuga II  (Altos del Mirador),0,90973,Tarapaca,Alto Hospicio,01107,Calle 1  N°3636,509,2002,2005,280,0,280,PET (Programa Especial para Trabajadores),10,0,1,0,1,No,Longitudinal,Paralelepípedo,11587.0,60.0,Catastro Condominios Sociales,POINT (-70.10253903978413 -20.27452469119635),ESC. ESP. DE LENGUAJE MILLARAY,314.4963269426948,LOS AROMOS,912.0477512504792,Alto Hospicio,598.6726762938179,Servicio de Salud Iquique,6986.309505408822,CFT DE LA REGION DE TARAPACA,1184.3061891281518,PURUM NAIRA,251.3652843069556
37,01107CCSS-007,La Tortuga III (El Mirador),0,51437,Tarapaca,Alto Hospicio,01107,Santa Isabel 3449,618,2002,2004,192,0,192,PET (Programa Especial para Trabajadores),8,0,1,0,1,No,Longitudinal,Paralelepípedo,7031.0,60.0,Catastro Condominios Sociales,POINT (-70.10266802711615 -20.27497482145895),ESCUELA ESPECIAL DE LENGUAJE VICTORIA,284.6793036861601,LOS AROMOS,931.9907019595436,Alto Hospicio,637.8630672461171,Servicio de Salud Iquique,7018.505750909269,CFT DE LA REGION DE TARAPACA,1161.0191802578845,PURUM NAIRA,272.4279185633
38,01107CCSS-008,San Lorenzo,0,,Tarapaca,Alto Hospicio,01107,Cerro Santa Rosa N° 3515,401,1997,1998,96,0,96,Programa de vivienda básica,7,0,1,0,1,No,Longitudinal,Paralelepípedo,13740.0,50.25,Catastro Condominios Sociales,POINT (-70.10334028161056 -20.27339300093431),ESC. ESP. DE LENGUAJE MILLARAY,257.25192094294493,LOS AROMOS,983.6025904110143,Alto Hospicio,467.7412831988054,Servicio de Salud Iquique,6848.101162465923,CFT DE LA REGION DE TARAPACA,1321.789272183616,PURUM NAIRA,125.00562206707758
39,01107CCSS-009,Alto La Pampa,0,,Tarapaca,Alto Hospicio,01107,Av. Naciones Unidas N° 950,7,2007,2009,128,0,128,Fondo Solidario de vivienda,8,0,0,0,0,No,Longitudinal,Paralelepípedo,8621.7,55.02,Catastro Condominios Sociales,POINT (-70.09302727524683 -20.29070572210684),COLEGIO NIRVANA,313.4826090985781,LOS AROMOS,1744.0266266358938,Alto Hospicio,1195.9712711211434,Servicio de Salud Iquique,8863.258252937649,CFT DE LA REGION DE TARAPACA,767.7327701371096,LUCERITO DORADO,725.7284416898646
40,01107CCSS-010,Cerro Tarapaca I,0,109231,Tarapaca,Alto Hospicio,01107,Av. Los Condores N°3774,217,1994,1996,150,0,150,PET (Programa Especial para Trabajadores),0,0,1,0,1,Sí,Perpendicular,Paralelepípedo,6879.0,50.62,Catastro Condominios Sociales,POINT (-70.09860781498975 -20.27369736292921),LICEO SUPERIOR DIEGO PORTALES,208.97662820364704,LOS AROMOS,512.0513103378463,Alto Hospicio,757.8593446249517,Servicio de Salud Iquique,7126.0928256875995,CFT DE LA REGION DE TARAPACA,1034.123225799798,JARDIN LOS NARANJOS,157.54934879595427
41,01107CCSS-011,Cerro Tarapacá II,0,,Tarapaca,Alto Hospicio,01107,Pasaje Salitrera Iris N°3725,376,1995,1996,150,25,175,PET (Programa Especial para Trabajadores),25,0,1,1,2,Sí,Paralelo,Paralelepípedo,66385.0,50.62,Catastro Condominios Sociales,POINT (-70.09972632918856 -20.27434295668991),JARDIN INFANTIL PAPALOTE,270.1411538988313,LOS AROMOS,631.2834949927471,Alto Hospicio,723.5251770275581,Servicio de Salud Iquique,7118.75603900012,CFT DE LA REGION DE TARAPACA,1028.2748179141863,JARDIN LOS NARANJOS,265.7026848881008
42,01107CCSS-012,Cerro Tarapacá III,0,,Tarapaca,Alto Hospicio,01107,Los Condores N° 3834,126,1996,1996,116,0,116,PET (Programa Especial para Trabajadores),12,0,1,0,1,Sí,Paralelo,Paralelepípedo,6550.0,50.62,Catastro Condominios Sociales,POINT (-70.10050829259821 -20.27255260653964),JARDIN INFANTIL PAPALOTE,89.02137197859551,LOS AROMOS,704.01444706528,Alto Hospicio,539.6441275264976,Servicio de Salud Iquique,6925.937584568583,CFT DE LA REGION DE TARAPACA,1222.2753461808757,JARDIN LOS NARANJOS,235.5178870401235
43,01107CCSS-013,Los Olivos,0,28437,Tarapaca,Alto Hospicio,01107,El Alto N°2271,30,2009,2011,348,0,348,Fondo Solidario de vivienda,14,0,0,0,0,No,Bloque independiente,Paralelepípedo,15350.0,50.62,Catastro Condominios Sociales,POINT (-70.10878349846222 -20.25152886800146),ESC. BASICA Y PARV. KRONOS SCHOOL,417.2297604102329,LOS AROMOS,2657.4354260518367,Alto Hospicio,1785.4347241272771,Servicio de Salud Iquique,4733.432279786566,UNIVERSIDAD TECNOLOGICA DE CHILE INACAP,2640.2873504895333,MAGIA DE APRENDER,876.4328594299773
44,01107CCSS-014,Las Parinas,0,,Tarapaca,Alto Hospicio,01107,Calle Santa Rosa de Alto  Molle N°3940,18,2009,2011,198,0,198,Fondo Solidario de vivienda,2,0,0,0,0,No,Bloque independiente,Torre,6666.8,43.1927272727,Catastro Condominios Sociales,POINT (-70.09605282426598 -20.27851419036693),COLEGIO MACAYA,271.88426169056135,LOS AROMOS,582.854770373682,Alto Hospicio,1279.313818716167,Servicio de Salud Iquique,7668.727137240137,CFT DE LA REGION DE TARAPACA,491.854035354261,MI PEQUENO MUNDO,538.6575391747851
